obligation_id,claim,status,provenance
LEAN-C2B,cbg_terminal_band: weak decrease from K(D); strict when 3k>2D−1 and a_k>0 ALL,formally_verified,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R2-C1,"PACKET §3 lemma discharged: LC convolved with LC is LC, with positivity preserved ALL",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R2-C2,"Truncation corollary: prefix-positivity and prefix-LC to M_a, M_b give LC of the untruncated convolution on [0, min(M_a,M_b)−1] ALL",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C5,bipartite_extension_ratio_bound: (k+1)i_{k+1}(G) <= 2(alpha(G)−k)i_k(G) ALL,formally_verified,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C1,alpha(G−N[T]) <= alpha(G)−k for independent T of size k ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C2,"alpha(H) >= | V(H) | /2 for bipartite H, matching-free proof ALL",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C3,Induced subgraphs of bipartite graphs are bipartite ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C4,(k+1)i_{k+1}(G) = sum over independent k-sets T of | V(G) minus N[T] |  ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C7,All-forest terminal band: weak decrease from K(alpha); strict when 3k>2alpha−1 and i_k>0 FOREST,formally_verified,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C6,"i_k(rK_2)=C(r,k)2^k and the ratio bound holds with exact equality at every k FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C8,"Band comparator Delta(beta,r)=ceil(r/2)−floor((beta+r)/3), exact only under the strict reading L_F(D)=ceil(2D/3) ALL",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C9,Three-way sign partition of Delta by T(r)=3ceil(r/2)−r ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C10,3K(D)=2D−1 exactly iff D = 2 mod 3 ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:R1-C11,i_K(rK_2)=i_{K+1}(rK_2) iff r = 2 mod 3 FOREST,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PT-C1,Tree-scope PLC implies TREE: LC at 1..K−1 forces weak unimodality TREE,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PF-C5,Any non-weakly-unimodal finite forest has first LC failure h(F) <= K(alpha)−1; delta_min(alpha) >= 1/3 + 2/(3alpha) > 1/3 FOREST,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PT-C3,"Star margin identity margin(N,k)=(N+1)/[(k+1)(N−k+1)]; min margin is Theta(1/N) with N*min_margin -> 4 TREE",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PT-C6,Forest-scope PLC is a materially stronger antecedent than tree-scope PLC; it must survive convolution FOREST,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X2-C1,Leaf normal form; G is Koenig-Egervary iff D=G−u−v is; density preserved both directions ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X2-C2,Every KE graph has alpha >= n/2; (Q-KE) implies FOREST implies TREE; converse of the density characterization is FALSE TREE,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X2-C3,Leaf case dichotomy and X2-S1': d(C)<=u(A) and d(A)<=u(C)+2 imply A+xC weakly unimodal ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X2-C5,Density ascent band; any strict valley of a density graph is at index >= kappa_dens(alpha)+1; i_1<=i_2 when alpha>=n/2 and n>=9 ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X2-C6,Exact terminal witness specification for (Q-DEN')/(Q-KE): case-alpha clauses 1-7 and case-beta clauses 1'-3' TREE,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X2-C7,"KE two-sided bound C(a,k) <= i_k(D) <= 2^k C(a,k); ascent band; every KE graph with alpha in {1,2,3,5} is weakly unimodal TREE",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X3-C3,"gap(G,r) <= | delta(G,r)−1 | , equality at unique modes; hence 0<=delta<=2 implies gap<=1 and not-PO1 implies not-AI ALL",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X3-C6,"LEM-B / POC2: if L <= U+2 then I(G) weakly unimodal iff c_{U+1} >= min(c_U, c_{U+2}); at a gap=2 vertex U+1 is the unique possible failure index ALL",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X3-C7,"LEM-C ascent sandwich: min(u(E),u(N)+1) <= u(I(G)) <= max(u(E),u(N)+1); d(I(G)) <= max(d(E),d(N)+1) unconditionally ALL",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X3-C8,"AI implies FOREST, by strong induction with explicit empty-forest and isolated-vertex bases FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X3-C9,Isolated vertex gives delta=0; K_2 endpoint gives 0<=delta<=1; hence every AI/PO1 counterexample forest has all components of order >= 3 FOREST,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X3-C12,"Assuming ULEAF, every DEG(2,2) vertex is an AI vertex; T(9,4) has no DEG(3,2) vertex at all FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PF-C3,Exact SH top-three coefficients and the alpha−1 log-concavity failure criterion FOREST,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PF-C6,Corrected seven-item terminal witness obligation for any proposed nonunimodal tree or forest ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X1-C2,The convolution-additive polynomial prefix invariants are exactly the Q-linear forms in the cumulants l_1..l_m TRANSFER,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X1-C3,kappa = l_2 + (3/2)l_1 and q = l_3 + 2l_2 + (2/3)l_1; both convolution-additive when a_0=b_0=1 TRANSFER,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X1-C4,"q(i(G)) = sum_v C(deg_v,2) − t(G) and kappa(i(G)) = n − | E | , for every finite simple graph TRANSFER",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X1-C5,"G6 = {a_0=1, q >= 0} is convolution-closed, contains (1), and contains every finite simple graph's vector TRANSFER",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X1-C6,"G8 = {a_0=1, q <= C(a_1−kappa,2)} is convolution-closed and contains every graph vector TRANSFER",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X1-C7,"G7 via A4 is convolution-closed and contains every FOREST vector; A4 counts induced K_{1,3} plus induced P_4 TRANSFER",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X1-C13,Four exact realizability refutations; plus: any forest-containing class with a non-WU member has that member non-realizable unless FOREST is false TRANSFER,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:X1-C14,"q is not a function of the (horizon,peak,degree) profile; G6 is not divisor-closed hence not a zero-location class TRANSFER",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PU-C1,"Structural characterization of DEG(3,2)-blocked trees by conditions B1-B4 FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PU-C5I,u(a) <= K(D) when D != 2 mod 3 and u(a) <= K(D)+1 when D = 2 mod 3; hence u(a) <= K(D)+1 unconditionally FOREST,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PU-C5II,Two trees with identical radius-1 profile have gap 2 and gap 0; no radius-1 selection rule can be correct FOREST,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:PU-C6,"gap at the K_{1,5} centre is 1 in isolation and 2 inside K_{1,3} disjoint K_{1,5}; a disconnected PO1 search must range over all vertices of all components FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:N1-C1,Every finite forest vector satisfies the pointwise Kruskal-Katona inequality TRANSFER,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:N1-C2,Correctness of the cascade/upper-shadow bound function TRANSFER,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:N1-C6,KK necessary direction proved; C_KK convolution closure retained CONDITIONAL on the cited classical realizability direction TRANSFER,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:N1-C8,"C_TG is a subset of C_Z, unconditionally, with no closure operation needed TRANSFER",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:N1-C9,Dichotomy: any class D containing C_TG with all members weakly unimodal implies FOREST; so D is circular or strictly harder than FOREST TRANSFER,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:N1-C10,"C_TG is a STRICT subset of C_Z: Q=(1,7,14,8,1) from T* at root x=−1 has kappa=0 hence is not forest-realizable TRANSFER",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C3:N1-C14,Four dead position-indexed families killed by three or four DISTINCT mechanisms; W_tau does not explain or unify the other three deaths TRANSFER,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C1:X3-C7,"POC1: gap(G,r) <= 1 implies I(G) weakly unimodal; unconditionally u(I(G)) >= U and d(I(G)) <= L FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C1:X3-C3,"One-crossing lemma: positive-support finite log-concave sequences are weakly unimodal, with strict descent after the crossing ALL",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C1:X3-C1,i_k(G) >= 1 for every finite simple graph and 0 <= k <= alpha(G) ALL,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C1:X3-C4,"Window reduction: a finite forest is weakly unimodal iff its truncation to [0,K(alpha)] is FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C1:R1-C6,Every finite tree of order >= 3 is a leafFan; the leaf-fan step is a COMPLETE induction step for TREE TREE,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C2:X2-C9,"X2-L: b weakly unimodal, d <= b, r >= max(4, 2gamma+3) implies (1+x)^r b + xd weakly unimodal; all-graph graph corollary TREE",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C2:X2-C11,"X2-F(gamma): a minimum-order non-WU forest has no vertex with r >= max(4,2gamma+3) degree-1 neighbours FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C2:N1-C9II,Any roller-coaster valley in a finite forest has k_2 < K(alpha) FOREST,proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
C1:PU-C12,"i_{alpha−1}(F) >= i_alpha(F) for forests with alpha>=2, strict for trees; exact residue alpha=2 FOREST",proved_informal,erdos-993-2026-08-26-continuation/TERMINAL-LEDGER.csv
E993-MA-T05,Finite convolution has exact positive Minkowski-sum support. TRANSFER,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T06,Positive finite Nat vectors satisfying internal adjacent log-concavity have zero-extended Toeplitz TP2 kernels. TRANSFER,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T07,The exact finite convolution of positive internally adjacent-log-concave Nat vectors is positive and internally adjacent-log-concave. TRANSFER,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T08,Weak unimodality is equivalent to absence of a negative first difference followed later by a positive first difference. ALL,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T09,Positive internally adjacent-log-concave finite Nat vectors are weakly unimodal. ALL,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T10,The exact finite convolution from Cycle 3 is weakly unimodal. TRANSFER,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T11,A deletion-closed finite family obeys the one-vertex extension-incidence identity. ALL,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T12,Finite-simple-graph independent sets obey the extension-incidence identity. ALL,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T13,Finite-simple-graph independent sets obey the external-open-neighborhood moment identity. ALL,formally_verified,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T16,Arbitrary weakly unimodal nonnegative sequences are convolution-closed. TRANSFER,refuted_mechanism,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T17,The nested interval-layer class satisfies the required convolution closure. TRANSFER,refuted_mechanism,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T18,The stated common-pivot rooted centered-chain architecture composes for every rooted tree. TREE,refuted_mechanism,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
E993-MA-T19,Restricted Hall-core data determine the adjacent independence-coefficient sign. TREE,refuted_mechanism,erdos-993-2026-08-26-continuation-math-agent/TERMINAL-LEDGER.csv
OB-C9-F1-PROJECTION-FACTOR-DECODER,,REFUTED_EXACT_SCOPE,erdos-993-pair-g4-endpoint-strictness-dre-2026-09-01/OBLIGATIONS.csv
OB-C9-U1-LINKED-CROSS-MINOR,,REFUTED_EXACT_ROUTE_SCOPE,erdos-993-pair-g4-endpoint-strictness-dre-2026-09-01/OBLIGATIONS.csv
OB-C10-U3-AMBIENT-CLOSURE,,REFUTED_EXACT_SCOPE,erdos-993-pair-g4-endpoint-strictness-dre-2026-09-01/OBLIGATIONS.csv
OB-K4,,CLOSED_E1,erdos-993-pair-g4-endpoint-strictness-dre-2026-09-01/OBLIGATIONS.csv
R17-BETA,BetaTarget universal at k_A >= 2 (E993-BETA-TARGET). REFUTED by exact order-243 witness R17-BETA-CE-ORDER243-STAR60; controller-verified (control/beta-order243-verification/),refuted,erdos-993-beta-remainder-dre-2026-09-06/TERMINAL-LEDGER.csv
R17-BETA-D2-PGE7,BetaTarget restricted to support degree two at every rank p >= 7 (E993-BETA-TARGET stratum). REFUTED by the same order-243 witness,refuted,erdos-993-beta-remainder-dre-2026-09-06/TERMINAL-LEDGER.csv
C2-O1,BetaTarget restricted to support degree two at every p >= 7 (r17 cycle-2 obligation form). REFUTED by the same order-243 witness,refuted,erdos-993-beta-remainder-dre-2026-09-06/TERMINAL-LEDGER.csv
R18-HG2,HG2 on G2 and |U| >= 2p-2 (E993-AMBIENT-TARGET-DEG2 surviving obligation),still_open,erdos-993-hg2-dre-2026-09-06 (this run); see OBLIGATIONS.csv terminal_disposition
R18-GATE1,"HG2Faithful + ambientTargetDeg2_of_G1wide_and_HG2Faithful: faithful structure-carrying transcription, RG",verified_rg_transcription_only,erdos-993-hg2-dre-2026-09-06 C3-GATE-RECORD §1; proves nothing about HG2
R18-GATE2,"exchangeLemma_dominationCriterion abstract-sequence counting form + three transcription defs, RG at severed scope (E993-EXCHANGE-LEMMA-SEQ)",verified_rg_abstract_scope,erdos-993-hg2-dre-2026-09-06 C4-GATE-RECORD §1
R18-EXCH,E993-EXCHANGE-LEMMA (tree-level sorted-domination criterion),verified_proved_informal,erdos-993-hg2-dre-2026-09-06 C3-GATE-RECORD §4; edge-case boundary corrected at C5 (all-equal-degrees case FAILS; certificate narrowed)
R18-QFLOOR,"E993-QUADRATIC-FLOOR n >= 3 + t(k_shell+2) + C(t,2)",verified_proved_informal,erdos-993-hg2-dre-2026-09-06 C3-GATE-RECORD §4
R18-BF2E,"E993-BF2-EVERY-E: every-e closed form; box-free monotonicity; D(p,0) = Cat(p-1) proved",verified_proved_informal,erdos-993-hg2-dre-2026-09-06 C2/C4/C5 gate records
R18-CAND3,E993-CAND-R18C1T1-3 (S-1 per-remnant band discharge),still_open,exact scope in CLAIM-IDENTITY certificate; non-universal sufficiency; chartered population measured 4/9 instances fire (author-steered)
R18-CAND1,E993-CAND-R18C1T1-1 (epsilon-discount bound),refuted,"mechanism refutation, r18 C1; never a target counterexample"
R18-REFT5,REF-T-5 sufficiency mechanism slack_t <= H-D-1,refuted_as_universal,fires 44/49 rows = 28/33 instances; exact firing criterion 2H >= (p+2)D+2 at edgeless-U star-hub scope; C5-GATE-RECORD §2
R19-AGG-FAV,"E993-BETA-AGG: the favorable-leaf sum of g_v(T,p) is nonpositive for every governed RTree and p >= x(T)+2",still_open,r19 Stage 1 exact bounded discrimination and isolated independent replay; universal proof not awarded
R19-AGG-SUPPORT,"E993-BETA-AGG-SUPPORT: every favorable support fibre has nonpositive total g_v(T,p)",refuted,r19 exact T_22 order-91 marked singleton support at p=34; controller replay plus isolated forest-DP replay; computation tier
R19-C1-T1,E993-BETA-AGG route T1: coefficient-level signed charge or injection,partial,Stage 3 exact expansion; leaf-tag-preserving charge refuted; retag/Hall mechanism awaits critics
R19-C1-T2,E993-BETA-AGG route T2: cross-support compensation or flow,partial,Stage 3 exact flows for T_22 and T_60; universal tree coupling open
R19-C1-T3,E993-BETA-AGG route T3: minimum-first-recovery strict-descent utility,partial,Stage 3 support dichotomy; rank-to-recovery/common-leaf connector open
R19-C1-F1,E993-BETA-AGG route F1: symbolic T_m falsification frontier,partial,Stage 3 exact scan m<=1000 over 778993 eligible ranks; zero positive aggregate; bounded evidence
R19-C1-F2,E993-BETA-AGG route F2: heterogeneous multi-hub adversary,partial,Stage 3 exact two-hub scan 1024 configurations and 13996 eligible ranks; zero positive aggregate; bounded evidence
R19-C1-F3,E993-BETA-AGG route F3: witness-guided graft and prune search,partial,Stage 3 exact local and scaled-ray searches over 4540 trees; zero positive aggregate; bounded evidence
R19-C1-U1,E993-BETA-AGG route U1: transportation primal-dual representation,partial,Stage 3 exact transport equivalence; unrestricted dual collapses to target
R19-C1-U2,E993-BETA-AGG route U2: sign-chamber generating-function representation,partial,Stage 3 chamber identity; non-increasing-boundary mechanism refuted
R19-C1-U3,E993-BETA-AGG route U3: multiplicity-covariance representation,partial,Stage 3 exact covariance identity; T_m bounded sign evidence only
R19-C4-FIXED-GAMMA,E993-R19-FIXED-GAMMA-HALL: every governed fixed Delete/Retag relation satisfies Hall,still_open,Canonical claim registration 2026-09-07; stronger than E993-BETA-AGG; residual-token cap refuted but Hall itself open
R19-C4-TM-RATIOS,E993-R19-TM-RATIO-PACKAGE: R-I R-0 R-star and R-K hold for every m>=1 on their exact ranges,still_open,Canonical claim registration 2026-09-07; bounded tests and formally verified conditional implication only
R19-C4-R2-HALL,E993-R19-R2-HALL-UNIVERSAL: every eligible governed adjacent-rank transition satisfies the frozen radius-two Hall certificate,still_open,Canonical claim registration 2026-09-07; stronger than and not equivalent to E993-BETA-AGG
R19-C4-U2-FACES,E993-R19-U2-UNIVERSAL-FACES: every eligible governed row satisfies S_ORB<=0 and C<=-S_ORB,still_open,Canonical claim registration 2026-09-07; bounded order-13 evidence and formally verified conditional composition only
R19-C5-T1,E993-R19-FIXED-GAMMA-HALL: active-pointed orbit-capacity induction proves Hall or yields a governed deficient cut,still_open,Cycle 5 route allocation; fixed relation and all prior mechanism fences retained
R19-C5-T2,E993-R19-TM-RATIO-PACKAGE: reduced-determinant proof or exact failure of the four all-m ratio inequalities,still_open,Cycle 5 route allocation; exact T_m family scope only
R19-C5-T3,E993-R19-AGG-SLACK-DESCENT: aggregate slack and persistent bad support force a smaller governed bad object,still_open,"Run-local Cycle 5 claim registration; new descent face, not a reopening of either refuted beta claim"
R19-C5-F1,E993-BETA-AGG: parameterized compensation asymptotics seek a positive global favorable-leaf aggregate,still_open,Cycle 5 adversarial route; finite null evidence cannot prove the universal target
R19-C5-F2,E993-R19-R2-HALL-UNIVERSAL: nonempty-demand radius-two cut falsification,still_open,Cycle 5 adversarial route; Hall failure is mechanism-only unless the same tuple has positive S_F
R19-C5-F3,E993-R19-U2-UNIVERSAL-FACES: corrected all-leaf orbit/covariance census and q>1 adversaries,still_open,Cycle 5 adversarial route; exact degree-one predicate and all original leaves required
R19-C5-U1,"E993-R19-U1-BASE-FACE: the exact base-rank aggregate S_F(T,x(T)+2) is nonpositive for every governed RTree",still_open,Run-local Cycle 5 claim registration; proper subclaim of the aggregate target
R19-C5-U2,E993-BETA-AGG: finite compressed edit-state induction distinct from refuted fixed-depth direct profile C_k,still_open,Cycle 5 unresolved route; state must be frozen before testing and must not encode the target
R19-C5-U3,E993-PAIR-G4: corridor alternating-path provenance forces a same-original-leaf endpoint,still_open,Cycle 5 unresolved route; scalar marginals and assumed diagonal edges remain fenced
R19-C9-REF-PRUNE,E993-R19-ROOT-SAFE-PRUNE-TOTALITY: every governed nonbase target-root state admits a connected strict deletion preserving every literal original leaf,refuted_mechanism,r19 Cycle 9 proved-informal mechanism refutation; canonical identity registered 2026-09-09; does not refute E993-BETA-AGG or Erdős 993
R19-C9-REF-CORRIDOR,E993-R19-SUPPORT-LOCKED-CORRIDOR-ADVANCE: a support-locked state system can provide a literal-label-preserving adjacent advance along a positive-length support path,refuted_mechanism,r19 Cycle 9 proved-informal mechanism refutation; canonical identity registered 2026-09-09; carried provenance remains open
R19-C9-REF-TRANSPORT,E993-R19-SUPPORT-PRESERVING-UNIT-TRANSPORT: every governed base-rank row admits exact support-label-preserving unit-token transport,refuted_mechanism,r19 Cycle 9 computation-tier order-91 mechanism refutation; canonical identity registered 2026-09-09; cross-support transport remains open
R21-C1-T1,E993-R19-FIXED-GAMMA-HALL: minimal deficient fixed-Gamma Hall cuts admit a one-base or laminar normal form,still_open,Cycle 1 distinct route; mechanism subclaim only
R21-C1-T2,E993-R19-FIXED-GAMMA-HALL: arbitrary active-base subsets satisfy a uniform exact compensation inequality,still_open,Cycle 1 load-bearing compensation route
R21-C1-T3,E993-R19-FIXED-GAMMA-HALL: weighted flow dual feasibility certifies every exact Hall subset inequality,still_open,Cycle 1 distinct flow route
R21-C1-T4,E993-R19-FIXED-GAMMA-HALL: deficit uncrossing reduces arbitrary cuts to a controlled laminar family,still_open,Cycle 1 distinct submodular route
R21-C1-T5,E993-R19-FIXED-GAMMA-HALL: induction on active-base count preserves exact Hall feasibility,still_open,Cycle 1 distinct induction route
R21-C1-T6,E993-R19-FIXED-GAMMA-HALL: valid orbit quotient inequalities lift to literal-leaf Hall feasibility,still_open,Cycle 1 distinct symmetry route; no assumed diagonal edges
R21-C1-T7,E993-BETA-AGG: a direct coefficient injection or signed involution proves the complete favorable-leaf aggregate,still_open,Cycle 1 direct target route; not pointwise beta
R21-C1-F1,E993-R19-FIXED-GAMMA-HALL: authenticated exact search for a governed deficient cut with complete same-row aggregate,still_open,Cycle 1 falsification route; mechanism and target events separated
R21-C1-F2,E993-BETA-AGG: heterogeneous multi-hub constructions seek a positive complete favorable-leaf aggregate,still_open,Cycle 1 adversarial family route
R21-C1-F3,E993-BETA-AGG: governed T60 graft amplification seeks a positive complete favorable-leaf aggregate,still_open,Cycle 1 witness-amplification route
R21-C1-F4,E993-R19-FIXED-GAMMA-HALL: exact ILP or SAT search seeks a realizable active-base collision deficient cut,still_open,Cycle 1 constraint-search route
R21-C1-F5,E993-BETA-AGG: boundary ranks and plateau cases seek an exact governed violation,still_open,Cycle 1 boundary route
R21-C1-F6,E993-R19-FIXED-GAMMA-HALL: distinguish Hall-mechanism failure from global aggregate failure on the same governed row,still_open,Cycle 1 logical-separation route
R21-C1-F7,E993-BETA-AGG: audit exact governed-RTree semantic adequacy and eligibility before universal inference,still_open,Cycle 1 semantic-adversary route
R21-C1-U1,E993-R19-FIXED-GAMMA-HALL: Farkas duality isolates the minimal missing arbitrary-subset inequality,still_open,Cycle 1 representation route
R21-C1-U2,E993-R19-FIXED-GAMMA-HALL: matching-theorem transfer under fully checked hypotheses,still_open,Cycle 1 literature and theorem-transfer route
R21-C1-U3,E993-BETA-AGG: sign-reversing involution permits cross-support cancellation,still_open,Cycle 1 representation-change route
R21-C1-U4,E993-BETA-AGG: exact mass transport or derandomized coupling yields global nonpositivity,still_open,Cycle 1 probabilistic representation route
